human_selector_action;human_selector_location;robot_action;robot_location;robot_executing_cp;world_nr;tick_nr
;(0, 5);Idle;(1, 3);False;1;1634
;(0, 5);Idle;(1, 3);False;1;1635
;(0, 5);Idle;(1, 3);False;1;1636
;(0, 5);Idle;(1, 3);False;1;1637
;(0, 5);Idle;(1, 3);False;1;1638
;(0, 5);Idle;(1, 3);False;1;1639
;(0, 5);Idle;(1, 3);False;1;1640
;(0, 5);;(1, 3);False;1;1641
;(0, 5);Idle;(1, 3);False;1;1642
;(0, 5);Idle;(1, 3);False;1;1643
;(0, 5);Idle;(1, 3);False;1;1644
;(0, 5);Idle;(1, 3);False;1;1645
;(0, 5);Idle;(1, 3);False;1;1646
;(0, 5);Idle;(1, 3);False;1;1647
;(0, 5);Idle;(1, 3);False;1;1648
;(0, 5);Idle;(1, 3);False;1;1649
;(0, 5);Idle;(1, 3);False;1;1650
;(0, 5);Idle;(1, 3);False;1;1651
;(0, 5);Idle;(1, 3);False;1;1652
;(0, 5);Idle;(1, 3);False;1;1653
;(0, 5);Idle;(1, 3);False;1;1654
;(0, 5);Idle;(1, 3);False;1;1655
;(0, 5);Idle;(1, 3);False;1;1656
;(0, 5);Idle;(1, 3);False;1;1657
;(0, 5);Idle;(1, 3);False;1;1658
;(0, 5);Idle;(1, 3);False;1;1659
;(0, 5);Idle;(1, 3);False;1;1660
;(0, 5);Idle;(1, 3);False;1;1661
;(0, 5);Idle;(1, 3);False;1;1662
;(0, 5);Idle;(1, 3);False;1;1663
;(0, 5);Idle;(1, 3);False;1;1664
;(0, 5);Idle;(1, 3);False;1;1665
;(0, 5);Idle;(1, 3);False;1;1666
;(0, 5);Idle;(1, 3);False;1;1667
;(0, 5);Idle;(1, 3);False;1;1668
;(0, 5);Idle;(1, 3);False;1;1669
;(0, 5);Idle;(1, 3);False;1;1670
;(0, 5);Idle;(1, 3);False;1;1671
;(0, 5);Idle;(1, 3);False;1;1672
;(0, 5);Idle;(1, 3);False;1;1673
;(0, 5);Idle;(1, 3);False;1;1674
;(0, 5);Idle;(1, 3);False;1;1675
;(0, 5);Idle;(1, 3);False;1;1676
;(0, 5);Idle;(1, 3);False;1;1677
;(0, 5);Idle;(1, 3);False;1;1678
;(0, 5);Idle;(1, 3);False;1;1679
;(0, 5);Idle;(1, 3);False;1;1680
;(0, 5);Idle;(1, 3);False;1;1681
;(0, 5);Idle;(1, 3);False;1;1682
;(0, 5);Idle;(1, 3);False;1;1683
;(0, 5);Idle;(1, 3);False;1;1684
;(0, 5);Idle;(1, 3);False;1;1685
;(0, 5);Idle;(1, 3);False;1;1686
;(0, 5);Idle;(1, 3);False;1;1687
;(0, 5);Idle;(1, 3);False;1;1688
;(0, 5);Idle;(1, 3);False;1;1689
;(0, 5);Idle;(1, 3);False;1;1690
;(0, 5);Idle;(1, 3);False;1;1691
;(0, 5);Idle;(1, 3);False;1;1692
;(0, 5);Idle;(1, 3);False;1;1693
;(0, 5);Idle;(1, 3);False;1;1694
;(0, 5);Idle;(1, 3);False;1;1695
;(0, 5);Idle;(1, 3);False;1;1696
;(0, 5);;(1, 3);False;1;1697
;(0, 5);Idle;(1, 3);False;1;1698
;(0, 5);Idle;(1, 3);False;1;1699
;(0, 5);Idle;(1, 3);False;1;1700
;(0, 5);Idle;(1, 3);False;1;1701
;(0, 5);Idle;(1, 3);False;1;1702
;(0, 5);Idle;(1, 3);False;1;1703
;(0, 5);Idle;(1, 3);False;1;1704
;(0, 5);Idle;(1, 3);False;1;1705
;(0, 5);Idle;(1, 3);False;1;1706
;(0, 5);Idle;(1, 3);False;1;1707
;(0, 5);Idle;(1, 3);False;1;1708
;(0, 5);Idle;(1, 3);False;1;1709
;(0, 5);Idle;(1, 3);False;1;1710
;(0, 5);Idle;(1, 3);False;1;1711
;(0, 5);Idle;(1, 3);False;1;1712
;(0, 5);Idle;(1, 3);False;1;1713
;(0, 5);Idle;(1, 3);False;1;1714
;(0, 5);Idle;(1, 3);False;1;1715
;(0, 5);Idle;(1, 3);False;1;1716
;(0, 5);Idle;(1, 3);False;1;1717
;(0, 5);Idle;(1, 3);False;1;1718
;(0, 5);Idle;(1, 3);False;1;1719
;(0, 5);Idle;(1, 3);False;1;1720
;(0, 5);Idle;(1, 3);False;1;1721
;(0, 5);Idle;(1, 3);False;1;1722
;(0, 5);Idle;(1, 3);False;1;1723
;(0, 5);Idle;(1, 3);False;1;1724
;(0, 5);Idle;(1, 3);False;1;1725
;(0, 5);Idle;(1, 3);False;1;1726
;(0, 5);Idle;(1, 3);False;1;1727
;(0, 5);Idle;(1, 3);False;1;1728
;(0, 5);Idle;(1, 3);False;1;1729
;(0, 5);Idle;(1, 3);False;1;1730
;(0, 5);Idle;(1, 3);False;1;1731
;(0, 5);Idle;(1, 3);False;1;1732
;(0, 5);Idle;(1, 3);False;1;1733
;(0, 5);Idle;(1, 3);False;1;1734
;(0, 5);Idle;(1, 3);False;1;1735
;(0, 5);Idle;(1, 3);False;1;1736
;(0, 5);Idle;(1, 3);False;1;1737
;(0, 5);Idle;(1, 3);False;1;1738
;(0, 5);Idle;(1, 3);False;1;1739
;(0, 5);Idle;(1, 3);False;1;1740
;(0, 5);Idle;(1, 3);False;1;1741
;(0, 5);Idle;(1, 3);False;1;1742
;(0, 5);Idle;(1, 3);False;1;1743
;(0, 5);Idle;(1, 3);False;1;1744
;(0, 5);Idle;(1, 3);False;1;1745
;(0, 5);Idle;(1, 3);False;1;1746
;(0, 5);Idle;(1, 3);False;1;1747
;(0, 5);Idle;(1, 3);False;1;1748
;(0, 5);Idle;(1, 3);False;1;1749
;(0, 5);Idle;(1, 3);False;1;1750
;(0, 5);Idle;(1, 3);False;1;1751
;(0, 5);Idle;(1, 3);False;1;1752
;(0, 5);;(1, 3);False;1;1753
;(0, 5);Idle;(1, 3);False;1;1754
;(0, 5);Idle;(1, 3);False;1;1755
;(0, 5);Idle;(1, 3);False;1;1756
;(0, 5);Idle;(1, 3);False;1;1757
;(0, 5);Idle;(1, 3);False;1;1758
;(0, 5);Idle;(1, 3);False;1;1759
;(0, 5);Idle;(1, 3);False;1;1760
;(0, 5);Idle;(1, 3);False;1;1761
;(0, 5);Idle;(1, 3);False;1;1762
;(0, 5);Idle;(1, 3);False;1;1763
;(0, 5);Idle;(1, 3);False;1;1764
;(0, 5);Idle;(1, 3);False;1;1765
;(0, 5);Idle;(1, 3);False;1;1766
;(0, 5);Idle;(1, 3);False;1;1767
;(0, 5);Idle;(1, 3);False;1;1768
;(0, 5);Idle;(1, 3);False;1;1769
;(0, 5);Idle;(1, 3);False;1;1770
;(0, 5);Idle;(1, 3);False;1;1771
;(0, 5);Idle;(1, 3);False;1;1772
;(0, 5);Idle;(1, 3);False;1;1773
;(0, 5);Idle;(1, 3);False;1;1774
;(0, 5);Idle;(1, 3);False;1;1775
;(0, 5);Idle;(1, 3);False;1;1776
;(0, 5);Idle;(1, 3);False;1;1777
;(0, 5);Idle;(1, 3);False;1;1778
;(0, 5);Idle;(1, 3);False;1;1779
;(0, 5);Idle;(1, 3);False;1;1780
;(0, 5);Idle;(1, 3);False;1;1781
;(0, 5);Idle;(1, 3);False;1;1782
;(0, 5);Idle;(1, 3);False;1;1783
;(0, 5);Idle;(1, 3);False;1;1784
;(0, 5);Idle;(1, 3);False;1;1785
;(0, 5);Idle;(1, 3);False;1;1786
;(0, 5);Idle;(1, 3);False;1;1787
;(0, 5);Idle;(1, 3);False;1;1788
;(0, 5);Idle;(1, 3);False;1;1789
;(0, 5);Idle;(1, 3);False;1;1790
;(0, 5);Idle;(1, 3);False;1;1791
;(0, 5);Idle;(1, 3);False;1;1792
;(0, 5);Idle;(1, 3);False;1;1793
;(0, 5);Idle;(1, 3);False;1;1794
;(0, 5);Idle;(1, 3);False;1;1795
;(0, 5);Idle;(1, 3);False;1;1796
;(0, 5);Idle;(1, 3);False;1;1797
;(0, 5);Idle;(1, 3);False;1;1798
;(0, 5);Idle;(1, 3);False;1;1799
;(0, 5);Idle;(1, 3);False;1;1800
;(0, 5);Idle;(1, 3);False;1;1801
;(0, 5);Idle;(1, 3);False;1;1802
;(0, 5);Idle;(1, 3);False;1;1803
;(0, 5);Idle;(1, 3);False;1;1804
;(0, 5);Idle;(1, 3);False;1;1805
;(0, 5);Idle;(1, 3);False;1;1806
;(0, 5);Idle;(1, 3);False;1;1807
;(0, 5);Idle;(1, 3);False;1;1808
;(0, 5);;(1, 3);False;1;1809
;(0, 5);Idle;(1, 3);False;1;1810
;(0, 5);Idle;(1, 3);False;1;1811
;(0, 5);Idle;(1, 3);False;1;1812
;(0, 5);Idle;(1, 3);False;1;1813
;(0, 5);Idle;(1, 3);False;1;1814
;(0, 5);Idle;(1, 3);False;1;1815
;(0, 5);Idle;(1, 3);False;1;1816
;(0, 5);Idle;(1, 3);False;1;1817
;(0, 5);Idle;(1, 3);False;1;1818
;(0, 5);Idle;(1, 3);False;1;1819
;(0, 5);Idle;(1, 3);False;1;1820
;(0, 5);Idle;(1, 3);False;1;1821
;(0, 5);Idle;(1, 3);False;1;1822
;(0, 5);Idle;(1, 3);False;1;1823
;(0, 5);Idle;(1, 3);False;1;1824
;(0, 5);Idle;(1, 3);False;1;1825
;(0, 5);Idle;(1, 3);False;1;1826
;(0, 5);Idle;(1, 3);False;1;1827
;(0, 5);Idle;(1, 3);False;1;1828
;(0, 5);Idle;(1, 3);False;1;1829
;(0, 5);Idle;(1, 3);False;1;1830
;(0, 5);Idle;(1, 3);False;1;1831
;(0, 5);Idle;(1, 3);False;1;1832
;(0, 5);Idle;(1, 3);False;1;1833
;(0, 5);Idle;(1, 3);False;1;1834
;(0, 5);Idle;(1, 3);False;1;1835
;(0, 5);Idle;(1, 3);False;1;1836
;(0, 5);Idle;(1, 3);False;1;1837
;(0, 5);Idle;(1, 3);False;1;1838
;(0, 5);Idle;(1, 3);False;1;1839
;(0, 5);Idle;(1, 3);False;1;1840
;(0, 5);Idle;(1, 3);False;1;1841
;(0, 5);Idle;(1, 3);False;1;1842
;(0, 5);Idle;(1, 3);False;1;1843
;(0, 5);Idle;(1, 3);False;1;1844
;(0, 5);Idle;(1, 3);False;1;1845
;(0, 5);Idle;(1, 3);False;1;1846
;(0, 5);Idle;(1, 3);False;1;1847
;(0, 5);Idle;(1, 3);False;1;1848
;(0, 5);Idle;(1, 3);False;1;1849
;(0, 5);Idle;(1, 3);False;1;1850
;(0, 5);Idle;(1, 3);False;1;1851
;(0, 5);Idle;(1, 3);False;1;1852
;(0, 5);Idle;(1, 3);False;1;1853
;(0, 5);Idle;(1, 3);False;1;1854
;(0, 5);Idle;(1, 3);False;1;1855
;(0, 5);Idle;(1, 3);False;1;1856
;(0, 5);Idle;(1, 3);False;1;1857
;(0, 5);Idle;(1, 3);False;1;1858
;(0, 5);Idle;(1, 3);False;1;1859
;(0, 5);Idle;(1, 3);False;1;1860
;(0, 5);Idle;(1, 3);False;1;1861
;(0, 5);Idle;(1, 3);False;1;1862
;(0, 5);Idle;(1, 3);False;1;1863
;(0, 5);Idle;(1, 3);False;1;1864
;(0, 5);;(1, 3);False;1;1865
;(0, 5);Idle;(1, 3);False;1;1866
;(0, 5);Idle;(1, 3);False;1;1867
;(0, 5);Idle;(1, 3);False;1;1868
;(0, 5);Idle;(1, 3);False;1;1869
;(0, 5);Idle;(1, 3);False;1;1870
;(0, 5);Idle;(1, 3);False;1;1871
;(0, 5);Idle;(1, 3);False;1;1872
;(0, 5);Idle;(1, 3);False;1;1873
;(0, 5);Idle;(1, 3);False;1;1874
;(0, 5);Idle;(1, 3);False;1;1875
;(0, 5);Idle;(1, 3);False;1;1876
;(0, 5);Idle;(1, 3);False;1;1877
;(0, 5);Idle;(1, 3);False;1;1878
;(0, 5);Idle;(1, 3);False;1;1879
;(0, 5);Idle;(1, 3);False;1;1880
;(0, 5);Idle;(1, 3);False;1;1881
;(0, 5);Idle;(1, 3);False;1;1882
;(0, 5);Idle;(1, 3);False;1;1883
;(0, 5);Idle;(1, 3);False;1;1884
;(0, 5);Idle;(1, 3);False;1;1885
;(0, 5);Idle;(1, 3);False;1;1886
;(0, 5);Idle;(1, 3);False;1;1887
;(0, 5);Idle;(1, 3);False;1;1888
;(0, 5);Idle;(1, 3);False;1;1889
;(0, 5);Idle;(1, 3);False;1;1890
;(0, 5);Idle;(1, 3);False;1;1891
;(0, 5);Idle;(1, 3);False;1;1892
;(0, 5);Idle;(1, 3);False;1;1893
;(0, 5);Idle;(1, 3);False;1;1894
;(0, 5);Idle;(1, 3);False;1;1895
;(0, 5);Idle;(1, 3);False;1;1896
;(0, 5);Idle;(1, 3);False;1;1897
;(0, 5);Idle;(1, 3);False;1;1898
;(0, 5);Idle;(1, 3);False;1;1899
;(0, 5);Idle;(1, 3);False;1;1900
;(0, 5);Idle;(1, 3);False;1;1901
;(0, 5);Idle;(1, 3);False;1;1902
;(0, 5);Idle;(1, 3);False;1;1903
;(0, 5);Idle;(1, 3);False;1;1904
;(0, 5);Idle;(1, 3);False;1;1905
;(0, 5);Idle;(1, 3);False;1;1906
;(0, 5);Idle;(1, 3);False;1;1907
;(0, 5);Idle;(1, 3);False;1;1908
;(0, 5);Idle;(1, 3);False;1;1909
;(0, 5);Idle;(1, 3);False;1;1910
;(0, 5);Idle;(1, 3);False;1;1911
;(0, 5);Idle;(1, 3);False;1;1912
;(0, 5);Idle;(1, 3);False;1;1913
;(0, 5);Idle;(1, 3);False;1;1914
;(0, 5);Idle;(1, 3);False;1;1915
;(0, 5);Idle;(1, 3);False;1;1916
;(0, 5);Idle;(1, 3);False;1;1917
;(0, 5);Idle;(1, 3);False;1;1918
;(0, 5);Idle;(1, 3);False;1;1919
;(0, 5);Idle;(1, 3);False;1;1920
;(0, 5);;(1, 3);False;1;1921
;(0, 5);Idle;(1, 3);False;1;1922
;(0, 5);Idle;(1, 3);False;1;1923
;(0, 5);Idle;(1, 3);False;1;1924
;(0, 5);Idle;(1, 3);False;1;1925
;(0, 5);Idle;(1, 3);False;1;1926
;(0, 5);Idle;(1, 3);False;1;1927
;(0, 5);Idle;(1, 3);False;1;1928
;(0, 5);Idle;(1, 3);False;1;1929
;(0, 5);Idle;(1, 3);False;1;1930
;(0, 5);Idle;(1, 3);False;1;1931
;(0, 5);Idle;(1, 3);False;1;1932
;(0, 5);Idle;(1, 3);False;1;1933
;(0, 5);Idle;(1, 3);False;1;1934
;(0, 5);Idle;(1, 3);False;1;1935
;(0, 5);Idle;(1, 3);False;1;1936
;(0, 5);Idle;(1, 3);False;1;1937
;(0, 5);Idle;(1, 3);False;1;1938
;(0, 5);Idle;(1, 3);False;1;1939
;(0, 5);Idle;(1, 3);False;1;1940
;(0, 5);Idle;(1, 3);False;1;1941
;(0, 5);Idle;(1, 3);False;1;1942
;(0, 5);Idle;(1, 3);False;1;1943
;(0, 5);Idle;(1, 3);False;1;1944
;(0, 5);Idle;(1, 3);False;1;1945
;(0, 5);Idle;(1, 3);False;1;1946
;(0, 5);Idle;(1, 3);False;1;1947
;(0, 5);Idle;(1, 3);False;1;1948
;(0, 5);Idle;(1, 3);False;1;1949
;(0, 5);Idle;(1, 3);False;1;1950
;(0, 5);Idle;(1, 3);False;1;1951
;(0, 5);Idle;(1, 3);False;1;1952
;(0, 5);Idle;(1, 3);False;1;1953
;(0, 5);Idle;(1, 3);False;1;1954
;(0, 5);Idle;(1, 3);False;1;1955
;(0, 5);Idle;(1, 3);False;1;1956
;(0, 5);Idle;(1, 3);False;1;1957
;(0, 5);Idle;(1, 3);False;1;1958
;(0, 5);Idle;(1, 3);False;1;1959
;(0, 5);Idle;(1, 3);False;1;1960
;(0, 5);Idle;(1, 3);False;1;1961
;(0, 5);Idle;(1, 3);False;1;1962
;(0, 5);Idle;(1, 3);False;1;1963
;(0, 5);Idle;(1, 3);False;1;1964
;(0, 5);Idle;(1, 3);False;1;1965
;(0, 5);Idle;(1, 3);False;1;1966
;(0, 5);Idle;(1, 3);False;1;1967
;(0, 5);Idle;(1, 3);False;1;1968
;(0, 5);Idle;(1, 3);False;1;1969
;(0, 5);Idle;(1, 3);False;1;1970
;(0, 5);Idle;(1, 3);False;1;1971
;(0, 5);Idle;(1, 3);False;1;1972
;(0, 5);Idle;(1, 3);False;1;1973
;(0, 5);Idle;(1, 3);False;1;1974
;(0, 5);Idle;(1, 3);False;1;1975
;(0, 5);Idle;(1, 3);False;1;1976
;(0, 5);;(1, 3);False;1;1977
;(0, 5);Idle;(1, 3);False;1;1978
;(0, 5);Idle;(1, 3);False;1;1979
;(0, 5);Idle;(1, 3);False;1;1980
;(0, 5);Idle;(1, 3);False;1;1981
;(0, 5);Idle;(1, 3);False;1;1982
;(0, 5);Idle;(1, 3);False;1;1983
;(0, 5);Idle;(1, 3);False;1;1984
;(0, 5);Idle;(1, 3);False;1;1985
;(0, 5);Idle;(1, 3);False;1;1986
;(0, 5);Idle;(1, 3);False;1;1987
;(0, 5);Idle;(1, 3);False;1;1988
;(0, 5);Idle;(1, 3);False;1;1989
;(0, 5);Idle;(1, 3);False;1;1990
;(0, 5);Idle;(1, 3);False;1;1991
;(0, 5);Idle;(1, 3);False;1;1992
;(0, 5);Idle;(1, 3);False;1;1993
;(0, 5);Idle;(1, 3);False;1;1994
;(0, 5);Idle;(1, 3);False;1;1995
;(0, 5);Idle;(1, 3);False;1;1996
;(0, 5);Idle;(1, 3);False;1;1997
;(0, 5);Idle;(1, 3);False;1;1998
;(0, 5);Idle;(1, 3);False;1;1999
;(0, 5);Idle;(1, 3);False;1;2000
;(0, 5);Idle;(1, 3);False;1;2001
;(0, 5);Idle;(1, 3);False;1;2002
;(0, 5);Idle;(1, 3);False;1;2003
;(0, 5);Idle;(1, 3);False;1;2004
;(0, 5);Idle;(1, 3);False;1;2005
;(0, 5);Idle;(1, 3);False;1;2006
;(0, 5);Idle;(1, 3);False;1;2007
;(0, 5);Idle;(1, 3);False;1;2008
;(0, 5);Idle;(1, 3);False;1;2009
;(0, 5);Idle;(1, 3);False;1;2010
;(0, 5);Idle;(1, 3);False;1;2011
;(0, 5);Idle;(1, 3);False;1;2012
;(0, 5);Idle;(1, 3);False;1;2013
;(0, 5);Idle;(1, 3);False;1;2014
;(0, 5);Idle;(1, 3);False;1;2015
;(0, 5);Idle;(1, 3);False;1;2016
;(0, 5);Idle;(1, 3);False;1;2017
;(0, 5);Idle;(1, 3);False;1;2018
;(0, 5);Idle;(1, 3);False;1;2019
;(0, 5);Idle;(1, 3);False;1;2020
;(0, 5);Idle;(1, 3);False;1;2021
;(0, 5);Idle;(1, 3);False;1;2022
;(0, 5);Idle;(1, 3);False;1;2023
;(0, 5);Idle;(1, 3);False;1;2024
;(0, 5);Idle;(1, 3);False;1;2025
;(0, 5);Idle;(1, 3);False;1;2026
;(0, 5);Idle;(1, 3);False;1;2027
;(0, 5);Idle;(1, 3);False;1;2028
;(0, 5);Idle;(1, 3);False;1;2029
;(0, 5);Idle;(1, 3);False;1;2030
;(0, 5);Idle;(1, 3);False;1;2031
;(0, 5);Idle;(1, 3);False;1;2032
;(0, 5);;(1, 3);False;1;2033
;(0, 5);Idle;(1, 3);False;1;2034
;(0, 5);Idle;(1, 3);False;1;2035
;(0, 5);Idle;(1, 3);False;1;2036
;(0, 5);Idle;(1, 3);False;1;2037
;(0, 5);Idle;(1, 3);False;1;2038
;(0, 5);Idle;(1, 3);False;1;2039
;(0, 5);Idle;(1, 3);False;1;2040
;(0, 5);Idle;(1, 3);False;1;2041
;(0, 5);Idle;(1, 3);False;1;2042
;(0, 5);Idle;(1, 3);False;1;2043
;(0, 5);Idle;(1, 3);False;1;2044
;(0, 5);Idle;(1, 3);False;1;2045
;(0, 5);Idle;(1, 3);False;1;2046
;(0, 5);Idle;(1, 3);False;1;2047
;(0, 5);Idle;(1, 3);False;1;2048
;(0, 5);Idle;(1, 3);False;1;2049
;(0, 5);Idle;(1, 3);False;1;2050
;(0, 5);Idle;(1, 3);False;1;2051
;(0, 5);Idle;(1, 3);False;1;2052
;(0, 5);Idle;(1, 3);False;1;2053
;(0, 5);Idle;(1, 3);False;1;2054
;(0, 5);Idle;(1, 3);False;1;2055
;(0, 5);Idle;(1, 3);False;1;2056
;(0, 5);Idle;(1, 3);False;1;2057
;(0, 5);Idle;(1, 3);False;1;2058
;(0, 5);Idle;(1, 3);False;1;2059
;(0, 5);Idle;(1, 3);False;1;2060
;(0, 5);Idle;(1, 3);False;1;2061
;(0, 5);Idle;(1, 3);False;1;2062
;(0, 5);Idle;(1, 3);False;1;2063
;(0, 5);Idle;(1, 3);False;1;2064
;(0, 5);Idle;(1, 3);False;1;2065
;(0, 5);Idle;(1, 3);False;1;2066
;(0, 5);Idle;(1, 3);False;1;2067
;(0, 5);Idle;(1, 3);False;1;2068
;(0, 5);Idle;(1, 3);False;1;2069
;(0, 5);Idle;(1, 3);False;1;2070
;(0, 5);Idle;(1, 3);False;1;2071
;(0, 5);Idle;(1, 3);False;1;2072
;(0, 5);Idle;(1, 3);False;1;2073
;(0, 5);Idle;(1, 3);False;1;2074
;(0, 5);Idle;(1, 3);False;1;2075
;(0, 5);Idle;(1, 3);False;1;2076
;(0, 5);Idle;(1, 3);False;1;2077
;(0, 5);Idle;(1, 3);False;1;2078
;(0, 5);Idle;(1, 3);False;1;2079
;(0, 5);Idle;(1, 3);False;1;2080
;(0, 5);Idle;(1, 3);False;1;2081
;(0, 5);Idle;(1, 3);False;1;2082
;(0, 5);Idle;(1, 3);False;1;2083
;(0, 5);Idle;(1, 3);False;1;2084
;(0, 5);Idle;(1, 3);False;1;2085
;(0, 5);Idle;(1, 3);False;1;2086
;(0, 5);Idle;(1, 3);False;1;2087
;(0, 5);Idle;(1, 3);False;1;2088
;(0, 5);;(1, 3);False;1;2089
;(0, 5);Idle;(1, 3);False;1;2090
;(0, 5);Idle;(1, 3);False;1;2091
;(0, 5);Idle;(1, 3);False;1;2092
;(0, 5);Idle;(1, 3);False;1;2093
;(0, 5);Idle;(1, 3);False;1;2094
;(0, 5);Idle;(1, 3);False;1;2095
;(0, 5);Idle;(1, 3);False;1;2096
;(0, 5);Idle;(1, 3);False;1;2097
;(0, 5);Idle;(1, 3);False;1;2098
MoveNorth;(0, 4);Idle;(1, 3);False;1;2099
;(0, 4);Idle;(1, 3);False;1;2100
;(0, 4);Idle;(1, 3);False;1;2101
;(0, 4);Idle;(1, 3);False;1;2102
;(0, 4);Idle;(1, 3);False;1;2103
;(0, 4);Idle;(1, 3);False;1;2104
;(0, 4);Idle;(1, 3);False;1;2105
;(0, 4);Idle;(1, 3);False;1;2106
;(0, 4);Idle;(1, 3);False;1;2107
;(0, 4);Idle;(1, 3);False;1;2108
;(0, 4);Idle;(1, 3);False;1;2109
;(0, 4);Idle;(1, 3);False;1;2110
;(0, 4);Idle;(1, 3);False;1;2111
;(0, 4);Idle;(1, 3);False;1;2112
;(0, 4);Idle;(1, 3);False;1;2113
;(0, 4);Idle;(1, 3);False;1;2114
;(0, 4);Idle;(1, 3);False;1;2115
;(0, 4);Idle;(1, 3);False;1;2116
;(0, 4);Idle;(1, 3);False;1;2117
;(0, 4);Idle;(1, 3);False;1;2118
;(0, 4);Idle;(1, 3);False;1;2119
MoveEast;(1, 4);Idle;(1, 3);False;1;2120
MoveNorth;(1, 3);Idle;(1, 3);False;1;2121
MoveWest;(0, 3);Idle;(1, 3);False;1;2122
MoveWest;(0, 3);Idle;(1, 3);False;1;2123
GrabObject;(0, 3);Idle;(1, 3);False;1;2124
DropObject;(0, 3);Idle;(1, 3);False;1;2125
;(0, 3);Idle;(1, 3);False;1;2126
;(0, 3);Idle;(1, 3);False;1;2127
;(0, 3);Idle;(1, 3);False;1;2128
;(0, 3);Idle;(1, 3);False;1;2129
;(0, 3);Idle;(1, 3);False;1;2130
;(0, 3);Idle;(1, 3);False;1;2131
;(0, 3);Idle;(1, 3);False;1;2132
;(0, 3);Idle;(1, 3);False;1;2133
;(0, 3);Idle;(1, 3);False;1;2134
;(0, 3);Idle;(1, 3);False;1;2135
;(0, 3);Idle;(1, 3);False;1;2136
;(0, 3);Idle;(1, 3);False;1;2137
;(0, 3);Idle;(1, 3);False;1;2138
;(0, 3);Idle;(1, 3);False;1;2139
;(0, 3);Idle;(1, 3);False;1;2140
;(0, 3);Idle;(1, 3);False;1;2141
;(0, 3);Idle;(1, 3);False;1;2142
;(0, 3);Idle;(1, 3);False;1;2143
GrabObject;(0, 3);Idle;(1, 3);False;1;2144
GrabObject;(0, 3);;(1, 3);False;1;2145
GrabObject;(0, 3);MoveEast;(1, 3);False;1;2146
GrabObject;(0, 3);MoveEast;(1, 3);False;1;2147
MoveNorth;(0, 2);MoveEast;(1, 3);False;1;2148
;(0, 2);MoveEast;(1, 3);False;1;2149
;(0, 2);MoveEast;(1, 3);False;1;2150
;(0, 2);MoveEast;(1, 3);False;1;2151
;(0, 2);MoveEast;(1, 3);False;1;2152
;(0, 2);MoveEast;(1, 3);False;1;2153
;(0, 2);MoveEast;(1, 3);False;1;2154
;(0, 2);MoveEast;(1, 3);False;1;2155
;(0, 2);MoveEast;(2, 3);False;1;2156
;(0, 2);MoveEast;(2, 3);False;1;2157
;(0, 2);MoveEast;(2, 3);False;1;2158
;(0, 2);MoveEast;(2, 3);False;1;2159
;(0, 2);MoveEast;(2, 3);False;1;2160
;(0, 2);MoveEast;(2, 3);False;1;2161
;(0, 2);MoveEast;(2, 3);False;1;2162
;(0, 2);MoveEast;(2, 3);False;1;2163
;(0, 2);MoveEast;(2, 3);False;1;2164
;(0, 2);MoveEast;(2, 3);False;1;2165
;(0, 2);MoveEast;(2, 3);False;1;2166
;(0, 2);MoveEast;(3, 3);False;1;2167
;(0, 2);MoveSouthEast;(3, 3);False;1;2168
;(0, 2);MoveSouthEast;(3, 3);False;1;2169
;(0, 2);MoveSouthEast;(3, 3);False;1;2170
;(0, 2);MoveSouthEast;(3, 3);False;1;2171
;(0, 2);MoveSouthEast;(3, 3);False;1;2172
;(0, 2);MoveSouthEast;(3, 3);False;1;2173
;(0, 2);MoveSouthEast;(3, 3);False;1;2174
;(0, 2);MoveSouthEast;(3, 3);False;1;2175
;(0, 2);MoveSouthEast;(3, 3);False;1;2176
;(0, 2);MoveSouthEast;(3, 3);False;1;2177
;(0, 2);MoveSouthEast;(4, 4);False;1;2178
;(0, 2);MoveEast;(4, 4);False;1;2179
;(0, 2);MoveEast;(4, 4);False;1;2180
;(0, 2);MoveEast;(4, 4);False;1;2181
;(0, 2);MoveEast;(4, 4);False;1;2182
;(0, 2);MoveEast;(4, 4);False;1;2183
;(0, 2);MoveEast;(4, 4);False;1;2184
;(0, 2);MoveEast;(4, 4);False;1;2185
;(0, 2);MoveEast;(4, 4);False;1;2186
;(0, 2);MoveEast;(4, 4);False;1;2187
;(0, 2);MoveEast;(4, 4);False;1;2188
;(0, 2);MoveEast;(5, 4);False;1;2189
;(0, 2);MoveSouthEast;(5, 4);False;1;2190
;(0, 2);MoveSouthEast;(5, 4);False;1;2191
;(0, 2);MoveSouthEast;(5, 4);False;1;2192
;(0, 2);MoveSouthEast;(5, 4);False;1;2193
;(0, 2);MoveSouthEast;(5, 4);False;1;2194
;(0, 2);MoveSouthEast;(5, 4);False;1;2195
;(0, 2);MoveSouthEast;(5, 4);False;1;2196
;(0, 2);MoveSouthEast;(5, 4);False;1;2197
;(0, 2);MoveSouthEast;(5, 4);False;1;2198
MoveEast;(1, 2);MoveSouthEast;(5, 4);False;1;2199
;(1, 2);MoveSouthEast;(6, 5);False;1;2200
;(1, 2);MoveSouthEast;(6, 5);False;1;2201
;(1, 2);MoveSouthEast;(6, 5);False;1;2202
;(1, 2);MoveSouthEast;(6, 5);False;1;2203
;(1, 2);MoveSouthEast;(6, 5);False;1;2204
