human_selector_action;human_selector_location;robot_action;robot_location;robot_executing_cp;world_nr;tick_nr
;(0, 4);;(0, 8);Bottom Rock;1;1512
;(0, 4);;(0, 8);Bottom Rock;1;1513
;(0, 4);;(0, 8);Bottom Rock;1;1514
;(0, 4);;(0, 8);Bottom Rock;1;1515
;(0, 4);;(0, 8);Bottom Rock;1;1516
;(0, 4);;(0, 8);Bottom Rock;1;1517
;(0, 4);;(0, 8);Bottom Rock;1;1518
;(0, 4);;(0, 8);Bottom Rock;1;1519
;(0, 4);;(0, 8);Bottom Rock;1;1520
;(0, 4);;(0, 8);Bottom Rock;1;1521
;(0, 4);;(0, 8);Bottom Rock;1;1522
;(0, 4);;(0, 8);Bottom Rock;1;1523
;(0, 4);;(0, 8);Bottom Rock;1;1524
;(0, 4);;(0, 8);Bottom Rock;1;1525
;(0, 4);;(0, 8);Bottom Rock;1;1526
;(0, 4);;(0, 8);Bottom Rock;1;1527
;(0, 4);;(0, 8);Bottom Rock;1;1528
;(0, 4);;(0, 8);Bottom Rock;1;1529
;(0, 4);;(0, 8);Bottom Rock;1;1530
;(0, 4);;(0, 8);Bottom Rock;1;1531
;(0, 4);;(0, 8);Bottom Rock;1;1532
;(0, 4);;(0, 8);Bottom Rock;1;1533
;(0, 4);;(0, 8);Bottom Rock;1;1534
;(0, 4);;(0, 8);Bottom Rock;1;1535
;(0, 4);;(0, 8);Bottom Rock;1;1536
;(0, 4);;(0, 8);Bottom Rock;1;1537
;(0, 4);;(0, 8);Bottom Rock;1;1538
;(0, 4);;(0, 8);Bottom Rock;1;1539
;(0, 4);;(0, 8);Bottom Rock;1;1540
;(0, 4);;(0, 8);Bottom Rock;1;1541
;(0, 4);;(0, 8);Bottom Rock;1;1542
;(0, 4);;(0, 8);Bottom Rock;1;1543
;(0, 4);;(0, 8);Bottom Rock;1;1544
;(0, 4);;(0, 8);Bottom Rock;1;1545
;(0, 4);;(0, 8);Bottom Rock;1;1546
;(0, 4);;(0, 8);Bottom Rock;1;1547
;(0, 4);;(0, 8);Bottom Rock;1;1548
;(0, 4);;(0, 8);Bottom Rock;1;1549
;(0, 4);;(0, 8);Bottom Rock;1;1550
;(0, 4);;(0, 8);Bottom Rock;1;1551
;(0, 4);;(0, 8);Bottom Rock;1;1552
;(0, 4);;(0, 8);Bottom Rock;1;1553
;(0, 4);;(0, 8);Bottom Rock;1;1554
;(0, 4);;(0, 8);Bottom Rock;1;1555
;(0, 4);;(0, 8);Bottom Rock;1;1556
;(0, 4);;(0, 8);Bottom Rock;1;1557
;(0, 4);;(0, 8);Bottom Rock;1;1558
;(0, 4);;(0, 8);Bottom Rock;1;1559
;(0, 4);;(0, 8);Bottom Rock;1;1560
;(0, 4);;(0, 8);Bottom Rock;1;1561
;(0, 4);;(0, 8);Bottom Rock;1;1562
;(0, 4);;(0, 8);Bottom Rock;1;1563
;(0, 4);;(0, 8);Bottom Rock;1;1564
;(0, 4);;(0, 8);Bottom Rock;1;1565
;(0, 4);;(0, 8);Bottom Rock;1;1566
;(0, 4);;(0, 8);Bottom Rock;1;1567
;(0, 4);;(0, 8);Bottom Rock;1;1568
;(0, 4);;(0, 8);Bottom Rock;1;1569
;(0, 4);;(0, 8);Bottom Rock;1;1570
;(0, 4);;(0, 8);Bottom Rock;1;1571
;(0, 4);;(0, 8);Bottom Rock;1;1572
;(0, 4);;(0, 8);Bottom Rock;1;1573
;(0, 4);;(0, 8);Bottom Rock;1;1574
;(0, 4);;(0, 8);Bottom Rock;1;1575
;(0, 4);;(0, 8);Bottom Rock;1;1576
;(0, 4);;(0, 8);Bottom Rock;1;1577
;(0, 4);;(0, 8);Bottom Rock;1;1578
;(0, 4);;(0, 8);Bottom Rock;1;1579
;(0, 4);;(0, 8);Bottom Rock;1;1580
;(0, 4);;(0, 8);Bottom Rock;1;1581
;(0, 4);;(0, 8);Bottom Rock;1;1582
;(0, 4);;(0, 8);Bottom Rock;1;1583
;(0, 4);;(0, 8);Bottom Rock;1;1584
;(0, 4);;(0, 8);Bottom Rock;1;1585
;(0, 4);;(0, 8);Bottom Rock;1;1586
;(0, 4);;(0, 8);Bottom Rock;1;1587
;(0, 4);;(0, 8);Bottom Rock;1;1588
;(0, 4);;(0, 8);Bottom Rock;1;1589
;(0, 4);;(0, 8);Bottom Rock;1;1590
;(0, 4);;(0, 8);Bottom Rock;1;1591
;(0, 4);;(0, 8);Bottom Rock;1;1592
;(0, 4);;(0, 8);Bottom Rock;1;1593
;(0, 4);;(0, 8);Bottom Rock;1;1594
;(0, 4);;(0, 8);Bottom Rock;1;1595
;(0, 4);;(0, 8);Bottom Rock;1;1596
;(0, 4);;(0, 8);Bottom Rock;1;1597
;(0, 4);;(0, 8);Bottom Rock;1;1598
;(0, 4);;(0, 8);Bottom Rock;1;1599
;(0, 4);;(0, 8);Bottom Rock;1;1600
;(0, 4);;(0, 8);Bottom Rock;1;1601
;(0, 4);;(0, 8);Bottom Rock;1;1602
;(0, 4);;(0, 8);Bottom Rock;1;1603
;(0, 4);;(0, 8);Bottom Rock;1;1604
;(0, 4);;(0, 8);Bottom Rock;1;1605
;(0, 4);;(0, 8);Bottom Rock;1;1606
;(0, 4);;(0, 8);Bottom Rock;1;1607
;(0, 4);;(0, 8);Bottom Rock;1;1608
;(0, 4);;(0, 8);Bottom Rock;1;1609
;(0, 4);;(0, 8);Bottom Rock;1;1610
;(0, 4);;(0, 8);Bottom Rock;1;1611
;(0, 4);;(0, 8);Bottom Rock;1;1612
;(0, 4);;(0, 8);Bottom Rock;1;1613
;(0, 4);;(0, 8);Bottom Rock;1;1614
;(0, 4);;(0, 8);Bottom Rock;1;1615
;(0, 4);;(0, 8);Bottom Rock;1;1616
;(0, 4);;(0, 8);Bottom Rock;1;1617
;(0, 4);;(0, 8);Bottom Rock;1;1618
;(0, 4);;(0, 8);Bottom Rock;1;1619
;(0, 4);;(0, 8);Bottom Rock;1;1620
;(0, 4);;(0, 8);Bottom Rock;1;1621
;(0, 4);;(0, 8);Bottom Rock;1;1622
;(0, 4);;(0, 8);Bottom Rock;1;1623
;(0, 4);;(0, 8);Bottom Rock;1;1624
;(0, 4);;(0, 8);Bottom Rock;1;1625
;(0, 4);;(0, 8);Bottom Rock;1;1626
;(0, 4);;(0, 8);Bottom Rock;1;1627
;(0, 4);;(0, 8);Bottom Rock;1;1628
;(0, 4);;(0, 8);Bottom Rock;1;1629
;(0, 4);;(0, 8);Bottom Rock;1;1630
;(0, 4);;(0, 8);Bottom Rock;1;1631
;(0, 4);;(0, 8);Bottom Rock;1;1632
;(0, 4);;(0, 8);Bottom Rock;1;1633
;(0, 4);;(0, 8);Bottom Rock;1;1634
;(0, 4);;(0, 8);Bottom Rock;1;1635
;(0, 4);;(0, 8);Bottom Rock;1;1636
;(0, 4);;(0, 8);Bottom Rock;1;1637
;(0, 4);;(0, 8);Bottom Rock;1;1638
;(0, 4);;(0, 8);Bottom Rock;1;1639
;(0, 4);;(0, 8);Bottom Rock;1;1640
;(0, 4);;(0, 8);Bottom Rock;1;1641
;(0, 4);;(0, 8);Bottom Rock;1;1642
;(0, 4);;(0, 8);Bottom Rock;1;1643
;(0, 4);;(0, 8);Bottom Rock;1;1644
;(0, 4);;(0, 8);Bottom Rock;1;1645
;(0, 4);;(0, 8);Bottom Rock;1;1646
;(0, 4);;(0, 8);Bottom Rock;1;1647
;(0, 4);;(0, 8);Bottom Rock;1;1648
;(0, 4);;(0, 8);Bottom Rock;1;1649
;(0, 4);;(0, 8);Bottom Rock;1;1650
;(0, 4);;(0, 8);Bottom Rock;1;1651
;(0, 4);;(0, 8);Bottom Rock;1;1652
;(0, 4);;(0, 8);Bottom Rock;1;1653
;(0, 4);;(0, 8);Bottom Rock;1;1654
;(0, 4);;(0, 8);Bottom Rock;1;1655
;(0, 4);;(0, 8);Bottom Rock;1;1656
;(0, 4);;(0, 8);Bottom Rock;1;1657
;(0, 4);;(0, 8);Bottom Rock;1;1658
;(0, 4);;(0, 8);Bottom Rock;1;1659
;(0, 4);;(0, 8);Bottom Rock;1;1660
;(0, 4);;(0, 8);Bottom Rock;1;1661
;(0, 4);;(0, 8);Bottom Rock;1;1662
;(0, 4);;(0, 8);Bottom Rock;1;1663
;(0, 4);;(0, 8);Bottom Rock;1;1664
;(0, 4);;(0, 8);Bottom Rock;1;1665
;(0, 4);;(0, 8);Bottom Rock;1;1666
;(0, 4);;(0, 8);Bottom Rock;1;1667
;(0, 4);;(0, 8);Bottom Rock;1;1668
;(0, 4);;(0, 8);Bottom Rock;1;1669
;(0, 4);;(0, 8);Bottom Rock;1;1670
;(0, 4);;(0, 8);Bottom Rock;1;1671
;(0, 4);;(0, 8);Bottom Rock;1;1672
;(0, 4);;(0, 8);Bottom Rock;1;1673
;(0, 4);;(0, 8);Bottom Rock;1;1674
;(0, 4);;(0, 8);Bottom Rock;1;1675
;(0, 4);;(0, 8);Bottom Rock;1;1676
;(0, 4);;(0, 8);Bottom Rock;1;1677
;(0, 4);;(0, 8);Bottom Rock;1;1678
;(0, 4);;(0, 8);Bottom Rock;1;1679
;(0, 4);;(0, 8);Bottom Rock;1;1680
;(0, 4);;(0, 8);Bottom Rock;1;1681
;(0, 4);;(0, 8);Bottom Rock;1;1682
;(0, 4);;(0, 8);Bottom Rock;1;1683
;(0, 4);;(0, 8);Bottom Rock;1;1684
;(0, 4);;(0, 8);Bottom Rock;1;1685
;(0, 4);;(0, 8);Bottom Rock;1;1686
;(0, 4);;(0, 8);Bottom Rock;1;1687
;(0, 4);;(0, 8);Bottom Rock;1;1688
;(0, 4);;(0, 8);Bottom Rock;1;1689
;(0, 4);;(0, 8);Bottom Rock;1;1690
;(0, 4);;(0, 8);Bottom Rock;1;1691
;(0, 4);;(0, 8);Bottom Rock;1;1692
;(0, 4);;(0, 8);Bottom Rock;1;1693
;(0, 4);;(0, 8);Bottom Rock;1;1694
;(0, 4);;(0, 8);Bottom Rock;1;1695
;(0, 4);;(0, 8);Bottom Rock;1;1696
;(0, 4);;(0, 8);Bottom Rock;1;1697
;(0, 4);;(0, 8);Bottom Rock;1;1698
;(0, 4);;(0, 8);Bottom Rock;1;1699
;(0, 4);;(0, 8);Bottom Rock;1;1700
;(0, 4);;(0, 8);Bottom Rock;1;1701
;(0, 4);;(0, 8);Bottom Rock;1;1702
;(0, 4);;(0, 8);Bottom Rock;1;1703
;(0, 4);;(0, 8);Bottom Rock;1;1704
;(0, 4);;(0, 8);Bottom Rock;1;1705
;(0, 4);;(0, 8);Bottom Rock;1;1706
;(0, 4);;(0, 8);Bottom Rock;1;1707
;(0, 4);;(0, 8);Bottom Rock;1;1708
;(0, 4);;(0, 8);Bottom Rock;1;1709
;(0, 4);;(0, 8);Bottom Rock;1;1710
;(0, 4);;(0, 8);Bottom Rock;1;1711
;(0, 4);;(0, 8);Bottom Rock;1;1712
;(0, 4);;(0, 8);Bottom Rock;1;1713
;(0, 4);;(0, 8);Bottom Rock;1;1714
;(0, 4);;(0, 8);Bottom Rock;1;1715
;(0, 4);;(0, 8);Bottom Rock;1;1716
;(0, 4);;(0, 8);Bottom Rock;1;1717
;(0, 4);;(0, 8);Bottom Rock;1;1718
;(0, 4);;(0, 8);Bottom Rock;1;1719
;(0, 4);;(0, 8);Bottom Rock;1;1720
;(0, 4);;(0, 8);Bottom Rock;1;1721
;(0, 4);;(0, 8);Bottom Rock;1;1722
;(0, 4);;(0, 8);Bottom Rock;1;1723
;(0, 4);;(0, 8);Bottom Rock;1;1724
;(0, 4);;(0, 8);Bottom Rock;1;1725
;(0, 4);;(0, 8);Bottom Rock;1;1726
;(0, 4);;(0, 8);Bottom Rock;1;1727
;(0, 4);;(0, 8);Bottom Rock;1;1728
;(0, 4);;(0, 8);Bottom Rock;1;1729
;(0, 4);;(0, 8);Bottom Rock;1;1730
;(0, 4);;(0, 8);Bottom Rock;1;1731
;(0, 4);;(0, 8);Bottom Rock;1;1732
;(0, 4);;(0, 8);Bottom Rock;1;1733
;(0, 4);;(0, 8);Bottom Rock;1;1734
;(0, 4);;(0, 8);Bottom Rock;1;1735
;(0, 4);;(0, 8);Bottom Rock;1;1736
;(0, 4);;(0, 8);Bottom Rock;1;1737
;(0, 4);;(0, 8);Bottom Rock;1;1738
;(0, 4);;(0, 8);Bottom Rock;1;1739
;(0, 4);;(0, 8);Bottom Rock;1;1740
;(0, 4);;(0, 8);Bottom Rock;1;1741
;(0, 4);;(0, 8);Bottom Rock;1;1742
;(0, 4);;(0, 8);Bottom Rock;1;1743
;(0, 4);;(0, 8);Bottom Rock;1;1744
;(0, 4);;(0, 8);Bottom Rock;1;1745
;(0, 4);;(0, 8);Bottom Rock;1;1746
;(0, 4);;(0, 8);Bottom Rock;1;1747
;(0, 4);;(0, 8);Bottom Rock;1;1748
;(0, 4);;(0, 8);Bottom Rock;1;1749
;(0, 4);;(0, 8);Bottom Rock;1;1750
;(0, 4);;(0, 8);Bottom Rock;1;1751
;(0, 4);;(0, 8);Bottom Rock;1;1752
;(0, 4);;(0, 8);Bottom Rock;1;1753
;(0, 4);;(0, 8);Bottom Rock;1;1754
;(0, 4);;(0, 8);Bottom Rock;1;1755
;(0, 4);;(0, 8);Bottom Rock;1;1756
;(0, 4);;(0, 8);Bottom Rock;1;1757
;(0, 4);;(0, 8);Bottom Rock;1;1758
;(0, 4);;(0, 8);Bottom Rock;1;1759
;(0, 4);;(0, 8);Bottom Rock;1;1760
;(0, 4);;(0, 8);Bottom Rock;1;1761
;(0, 4);;(0, 8);Bottom Rock;1;1762
;(0, 4);;(0, 8);Bottom Rock;1;1763
;(0, 4);;(0, 8);Bottom Rock;1;1764
;(0, 4);;(0, 8);Bottom Rock;1;1765
;(0, 4);;(0, 8);Bottom Rock;1;1766
;(0, 4);;(0, 8);Bottom Rock;1;1767
;(0, 4);;(0, 8);Bottom Rock;1;1768
;(0, 4);;(0, 8);Bottom Rock;1;1769
;(0, 4);;(0, 8);Bottom Rock;1;1770
;(0, 4);;(0, 8);Bottom Rock;1;1771
;(0, 4);;(0, 8);Bottom Rock;1;1772
;(0, 4);;(0, 8);Bottom Rock;1;1773
;(0, 4);;(0, 8);Bottom Rock;1;1774
;(0, 4);;(0, 8);Bottom Rock;1;1775
;(0, 4);;(0, 8);Bottom Rock;1;1776
;(0, 4);;(0, 8);Bottom Rock;1;1777
;(0, 4);;(0, 8);Bottom Rock;1;1778
;(0, 4);;(0, 8);Bottom Rock;1;1779
;(0, 4);;(0, 8);Bottom Rock;1;1780
;(0, 4);;(0, 8);Bottom Rock;1;1781
;(0, 4);;(0, 8);Bottom Rock;1;1782
;(0, 4);;(0, 8);Bottom Rock;1;1783
;(0, 4);;(0, 8);Bottom Rock;1;1784
;(0, 4);;(0, 8);Bottom Rock;1;1785
;(0, 4);;(0, 8);Bottom Rock;1;1786
;(0, 4);;(0, 8);Bottom Rock;1;1787
;(0, 4);;(0, 8);Bottom Rock;1;1788
;(0, 4);;(0, 8);Bottom Rock;1;1789
;(0, 4);;(0, 8);Bottom Rock;1;1790
;(0, 4);;(0, 8);Bottom Rock;1;1791
;(0, 4);;(0, 8);Bottom Rock;1;1792
;(0, 4);;(0, 8);Bottom Rock;1;1793
;(0, 4);;(0, 8);Bottom Rock;1;1794
;(0, 4);;(0, 8);Bottom Rock;1;1795
;(0, 4);;(0, 8);Bottom Rock;1;1796
;(0, 4);;(0, 8);Bottom Rock;1;1797
;(0, 4);;(0, 8);Bottom Rock;1;1798
;(0, 4);;(0, 8);Bottom Rock;1;1799
;(0, 4);;(0, 8);Bottom Rock;1;1800
;(0, 4);;(0, 8);Bottom Rock;1;1801
;(0, 4);;(0, 8);Bottom Rock;1;1802
;(0, 4);;(0, 8);Bottom Rock;1;1803
;(0, 4);;(0, 8);Bottom Rock;1;1804
;(0, 4);;(0, 8);Bottom Rock;1;1805
;(0, 4);;(0, 8);Bottom Rock;1;1806
;(0, 4);;(0, 8);Bottom Rock;1;1807
;(0, 4);;(0, 8);Bottom Rock;1;1808
;(0, 4);;(0, 8);Bottom Rock;1;1809
;(0, 4);;(0, 8);Bottom Rock;1;1810
;(0, 4);;(0, 8);Bottom Rock;1;1811
;(0, 4);;(0, 8);Bottom Rock;1;1812
;(0, 4);;(0, 8);Bottom Rock;1;1813
;(0, 4);;(0, 8);Bottom Rock;1;1814
;(0, 4);;(0, 8);Bottom Rock;1;1815
;(0, 4);;(0, 8);Bottom Rock;1;1816
;(0, 4);;(0, 8);Bottom Rock;1;1817
;(0, 4);;(0, 8);Bottom Rock;1;1818
;(0, 4);;(0, 8);Bottom Rock;1;1819
;(0, 4);;(0, 8);Bottom Rock;1;1820
;(0, 4);;(0, 8);Bottom Rock;1;1821
;(0, 4);;(0, 8);Bottom Rock;1;1822
;(0, 4);;(0, 8);Bottom Rock;1;1823
;(0, 4);;(0, 8);Bottom Rock;1;1824
;(0, 4);;(0, 8);Bottom Rock;1;1825
;(0, 4);;(0, 8);Bottom Rock;1;1826
;(0, 4);;(0, 8);Bottom Rock;1;1827
;(0, 4);;(0, 8);Bottom Rock;1;1828
;(0, 4);;(0, 8);Bottom Rock;1;1829
;(0, 4);;(0, 8);Bottom Rock;1;1830
;(0, 4);;(0, 8);Bottom Rock;1;1831
;(0, 4);;(0, 8);Bottom Rock;1;1832
;(0, 4);;(0, 8);Bottom Rock;1;1833
;(0, 4);;(0, 8);Bottom Rock;1;1834
;(0, 4);;(0, 8);Bottom Rock;1;1835
;(0, 4);;(0, 8);Bottom Rock;1;1836
;(0, 4);;(0, 8);Bottom Rock;1;1837
;(0, 4);;(0, 8);Bottom Rock;1;1838
;(0, 4);;(0, 8);Bottom Rock;1;1839
;(0, 4);;(0, 8);Bottom Rock;1;1840
;(0, 4);;(0, 8);Bottom Rock;1;1841
;(0, 4);;(0, 8);Bottom Rock;1;1842
;(0, 4);;(0, 8);Bottom Rock;1;1843
;(0, 4);;(0, 8);Bottom Rock;1;1844
;(0, 4);;(0, 8);Bottom Rock;1;1845
;(0, 4);;(0, 8);Bottom Rock;1;1846
;(0, 4);;(0, 8);Bottom Rock;1;1847
;(0, 4);;(0, 8);Bottom Rock;1;1848
;(0, 4);;(0, 8);Bottom Rock;1;1849
;(0, 4);;(0, 8);Bottom Rock;1;1850
;(0, 4);;(0, 8);Bottom Rock;1;1851
;(0, 4);;(0, 8);Bottom Rock;1;1852
;(0, 4);;(0, 8);Bottom Rock;1;1853
;(0, 4);;(0, 8);Bottom Rock;1;1854
;(0, 4);;(0, 8);Bottom Rock;1;1855
;(0, 4);;(0, 8);Bottom Rock;1;1856
;(0, 4);;(0, 8);Bottom Rock;1;1857
;(0, 4);;(0, 8);Bottom Rock;1;1858
;(0, 4);;(0, 8);Bottom Rock;1;1859
;(0, 4);;(0, 8);Bottom Rock;1;1860
;(0, 4);;(0, 8);Bottom Rock;1;1861
;(0, 4);;(0, 8);Bottom Rock;1;1862
;(0, 4);;(0, 8);Bottom Rock;1;1863
;(0, 4);;(0, 8);Bottom Rock;1;1864
;(0, 4);;(0, 8);Bottom Rock;1;1865
;(0, 4);;(0, 8);Bottom Rock;1;1866
;(0, 4);;(0, 8);Bottom Rock;1;1867
;(0, 4);;(0, 8);Bottom Rock;1;1868
;(0, 4);;(0, 8);Bottom Rock;1;1869
;(0, 4);;(0, 8);Bottom Rock;1;1870
;(0, 4);;(0, 8);Bottom Rock;1;1871
;(0, 4);;(0, 8);Bottom Rock;1;1872
;(0, 4);;(0, 8);Bottom Rock;1;1873
;(0, 4);;(0, 8);Bottom Rock;1;1874
;(0, 4);;(0, 8);Bottom Rock;1;1875
;(0, 4);;(0, 8);Bottom Rock;1;1876
;(0, 4);;(0, 8);Bottom Rock;1;1877
;(0, 4);;(0, 8);Bottom Rock;1;1878
;(0, 4);;(0, 8);Bottom Rock;1;1879
;(0, 4);MoveEast;(0, 8);Bottom Rock;1;1880
;(0, 4);MoveEast;(0, 8);Bottom Rock;1;1881
;(0, 4);MoveEast;(0, 8);Bottom Rock;1;1882
;(0, 4);MoveEast;(0, 8);Bottom Rock;1;1883
;(0, 4);MoveEast;(0, 8);Bottom Rock;1;1884
;(0, 4);MoveEast;(0, 8);Bottom Rock;1;1885
;(0, 4);MoveEast;(0, 8);Bottom Rock;1;1886
;(0, 4);MoveEast;(0, 8);Bottom Rock;1;1887
;(0, 4);MoveEast;(0, 8);Bottom Rock;1;1888
;(0, 4);MoveEast;(0, 8);Bottom Rock;1;1889
;(0, 4);MoveEast;(1, 8);Bottom Rock;1;1890
;(0, 4);MoveEast;(1, 8);Bottom Rock;1;1891
;(0, 4);MoveEast;(1, 8);Bottom Rock;1;1892
;(0, 4);MoveEast;(1, 8);Bottom Rock;1;1893
;(0, 4);MoveEast;(1, 8);Bottom Rock;1;1894
;(0, 4);MoveEast;(1, 8);Bottom Rock;1;1895
;(0, 4);MoveEast;(1, 8);Bottom Rock;1;1896
;(0, 4);MoveEast;(1, 8);Bottom Rock;1;1897
;(0, 4);MoveEast;(1, 8);Bottom Rock;1;1898
;(0, 4);MoveEast;(1, 8);Bottom Rock;1;1899
;(0, 4);MoveEast;(1, 8);Bottom Rock;1;1900
;(0, 4);MoveEast;(2, 8);Bottom Rock;1;1901
;(0, 4);MoveEast;(2, 8);Bottom Rock;1;1902
;(0, 4);MoveEast;(2, 8);Bottom Rock;1;1903
;(0, 4);MoveEast;(2, 8);Bottom Rock;1;1904
;(0, 4);MoveEast;(2, 8);Bottom Rock;1;1905
;(0, 4);MoveEast;(2, 8);Bottom Rock;1;1906
;(0, 4);MoveEast;(2, 8);Bottom Rock;1;1907
;(0, 4);MoveEast;(2, 8);Bottom Rock;1;1908
;(0, 4);MoveEast;(2, 8);Bottom Rock;1;1909
;(0, 4);MoveEast;(2, 8);Bottom Rock;1;1910
;(0, 4);MoveEast;(2, 8);Bottom Rock;1;1911
;(0, 4);MoveEast;(3, 8);Bottom Rock;1;1912
;(0, 4);MoveEast;(3, 8);Bottom Rock;1;1913
;(0, 4);MoveEast;(3, 8);Bottom Rock;1;1914
;(0, 4);MoveEast;(3, 8);Bottom Rock;1;1915
;(0, 4);MoveEast;(3, 8);Bottom Rock;1;1916
;(0, 4);MoveEast;(3, 8);Bottom Rock;1;1917
;(0, 4);MoveEast;(3, 8);Bottom Rock;1;1918
;(0, 4);MoveEast;(3, 8);Bottom Rock;1;1919
;(0, 4);MoveEast;(3, 8);Bottom Rock;1;1920
;(0, 4);MoveEast;(3, 8);Bottom Rock;1;1921
;(0, 4);MoveEast;(3, 8);Bottom Rock;1;1922
;(0, 4);MoveEast;(4, 8);Bottom Rock;1;1923
;(0, 4);MoveEast;(4, 8);Bottom Rock;1;1924
;(0, 4);MoveEast;(4, 8);Bottom Rock;1;1925
;(0, 4);MoveEast;(4, 8);Bottom Rock;1;1926
;(0, 4);MoveEast;(4, 8);Bottom Rock;1;1927
;(0, 4);MoveEast;(4, 8);Bottom Rock;1;1928
;(0, 4);MoveEast;(4, 8);Bottom Rock;1;1929
;(0, 4);MoveEast;(4, 8);Bottom Rock;1;1930
;(0, 4);MoveEast;(4, 8);Bottom Rock;1;1931
;(0, 4);MoveEast;(4, 8);Bottom Rock;1;1932
;(0, 4);MoveEast;(4, 8);Bottom Rock;1;1933
;(0, 4);MoveEast;(5, 8);Bottom Rock;1;1934
;(0, 4);MoveEast;(5, 8);Bottom Rock;1;1935
;(0, 4);MoveEast;(5, 8);Bottom Rock;1;1936
;(0, 4);MoveEast;(5, 8);Bottom Rock;1;1937
;(0, 4);MoveEast;(5, 8);Bottom Rock;1;1938
;(0, 4);MoveEast;(5, 8);Bottom Rock;1;1939
;(0, 4);MoveEast;(5, 8);Bottom Rock;1;1940
;(0, 4);MoveEast;(5, 8);Bottom Rock;1;1941
;(0, 4);MoveEast;(5, 8);Bottom Rock;1;1942
;(0, 4);MoveEast;(5, 8);Bottom Rock;1;1943
;(0, 4);MoveEast;(5, 8);Bottom Rock;1;1944
;(0, 4);MoveEast;(6, 8);Bottom Rock;1;1945
;(0, 4);MoveEast;(6, 8);Bottom Rock;1;1946
;(0, 4);MoveEast;(6, 8);Bottom Rock;1;1947
;(0, 4);MoveEast;(6, 8);Bottom Rock;1;1948
MoveEast;(1, 4);MoveEast;(6, 8);Bottom Rock;1;1949
;(1, 4);MoveEast;(6, 8);Bottom Rock;1;1950
;(1, 4);MoveEast;(6, 8);Bottom Rock;1;1951
;(1, 4);MoveEast;(6, 8);Bottom Rock;1;1952
;(1, 4);MoveEast;(6, 8);Bottom Rock;1;1953
;(1, 4);MoveEast;(6, 8);Bottom Rock;1;1954
;(1, 4);MoveEast;(6, 8);Bottom Rock;1;1955
;(1, 4);MoveEast;(7, 8);Bottom Rock;1;1956
;(1, 4);MoveEast;(7, 8);Bottom Rock;1;1957
;(1, 4);MoveEast;(7, 8);Bottom Rock;1;1958
MoveEast;(2, 4);MoveEast;(7, 8);Bottom Rock;1;1959
;(2, 4);MoveEast;(7, 8);Bottom Rock;1;1960
;(2, 4);MoveEast;(7, 8);Bottom Rock;1;1961
;(2, 4);MoveEast;(7, 8);Bottom Rock;1;1962
;(2, 4);MoveEast;(7, 8);Bottom Rock;1;1963
MoveEast;(3, 4);MoveEast;(7, 8);Bottom Rock;1;1964
;(3, 4);MoveEast;(7, 8);Bottom Rock;1;1965
;(3, 4);MoveEast;(7, 8);Bottom Rock;1;1966
;(3, 4);MoveEast;(8, 8);Bottom Rock;1;1967
;(3, 4);MoveEast;(8, 8);Bottom Rock;1;1968
;(3, 4);MoveEast;(8, 8);Bottom Rock;1;1969
;(3, 4);MoveEast;(8, 8);Bottom Rock;1;1970
;(3, 4);MoveEast;(8, 8);Bottom Rock;1;1971
;(3, 4);MoveEast;(8, 8);Bottom Rock;1;1972
;(3, 4);MoveEast;(8, 8);Bottom Rock;1;1973
;(3, 4);MoveEast;(8, 8);Bottom Rock;1;1974
;(3, 4);MoveEast;(8, 8);Bottom Rock;1;1975
;(3, 4);MoveEast;(8, 8);Bottom Rock;1;1976
;(3, 4);MoveEast;(8, 8);Bottom Rock;1;1977
;(3, 4);MoveEast;(9, 8);Bottom Rock;1;1978
;(3, 4);MoveNorthEast;(9, 8);Bottom Rock;1;1979
;(3, 4);MoveNorthEast;(9, 8);Bottom Rock;1;1980
MoveSouth;(3, 5);MoveNorthEast;(9, 8);Bottom Rock;1;1981
;(3, 5);MoveNorthEast;(9, 8);Bottom Rock;1;1982
;(3, 5);MoveNorthEast;(9, 8);Bottom Rock;1;1983
;(3, 5);MoveNorthEast;(9, 8);Bottom Rock;1;1984
;(3, 5);MoveNorthEast;(9, 8);Bottom Rock;1;1985
;(3, 5);MoveNorthEast;(9, 8);Bottom Rock;1;1986
;(3, 5);MoveNorthEast;(9, 8);Bottom Rock;1;1987
;(3, 5);MoveNorthEast;(9, 8);Bottom Rock;1;1988
MoveSouth;(3, 6);MoveNorthEast;(10, 7);Bottom Rock;1;1989
;(3, 6);MoveEast;(10, 7);Bottom Rock;1;1990
;(3, 6);MoveEast;(10, 7);Bottom Rock;1;1991
;(3, 6);MoveEast;(10, 7);Bottom Rock;1;1992
;(3, 6);MoveEast;(10, 7);Bottom Rock;1;1993
;(3, 6);MoveEast;(10, 7);Bottom Rock;1;1994
;(3, 6);MoveEast;(10, 7);Bottom Rock;1;1995
;(3, 6);MoveEast;(10, 7);Bottom Rock;1;1996
;(3, 6);MoveEast;(10, 7);Bottom Rock;1;1997
;(3, 6);MoveEast;(10, 7);Bottom Rock;1;1998
;(3, 6);MoveEast;(10, 7);Bottom Rock;1;1999
;(3, 6);MoveEast;(11, 7);Bottom Rock;1;2000
;(3, 6);GrabLargeObject;(11, 7);Bottom Rock;1;2001
;(3, 6);GrabLargeObject;(11, 7);Bottom Rock;1;2002
